id,age,gender,sign_up_method,payment_method,no_of_devices
35968,75,M,Email,Debit card,3
35969,41,M,Facebook,Credit card,1
35970,39,M,Facebook,Credit card,2
35971,22,M,Facebook,Debit card,3
35972,74,F,Email,Credit card,3
35973,68,F,Google,Credit card,2
35974,28,F,Facebook,Credit card,3
35975,61,F,Google,PayPal,3
35976,43,F,Email,Credit card,3
35977,67,F,Facebook,PayPal,2
35978,32,F,Email,PayPal,4
35979,31,F,Google,Credit card,1
35980,62,M,Facebook,Credit card,2
35981,28,M,Email,Debit card,4
35982,60,M,Facebook,Credit card,1
35983,66,F,Email,Debit card,1
35984,57,M,Google,PayPal,2
35985,20,F,Facebook,Debit card,3
35986,53,F,Facebook,PayPal,1
35987,53,M,Email,PayPal,4
35988,41,F,Email,PayPal,1
35989,69,M,Facebook,Credit card,4
35990,70,M,Email,Credit card,1
35991,21,M,Facebook,Credit card,3
35992,78,F,Facebook,Credit card,1
35993,44,M,Email,Debit card,4
35994,51,M,Email,PayPal,3
35995,28,F,Facebook,Credit card,2
35996,77,F,Google,Credit card,3
35997,59,F,Facebook,Debit card,4
35998,23,F,Google,Credit card,3
35999,24,M,Email,PayPal,3
36000,61,F,Email,Credit card,2
36001,67,M,Email,Debit card,4
36002,35,F,Facebook,PayPal,3
36003,67,F,Google,Credit card,3
36004,41,M,Google,PayPal,3
36005,76,M,Google,PayPal,1
36006,43,F,Google,Debit card,2
36007,52,M,Facebook,Debit card,4
36008,73,F,Google,Debit card,4
36009,48,M,Google,Debit card,3
36010,39,F,Email,Credit card,3
36011,40,F,Facebook,Debit card,1
36012,32,M,Google,Debit card,2
36013,32,M,Facebook,Debit card,3
36014,55,M,Facebook,PayPal,4
36015,58,F,Google,Credit card,1
36016,20,F,Google,Credit card,2
36017,74,M,Facebook,Debit card,3
36018,39,F,Google,PayPal,3
36019,27,F,Facebook,PayPal,1
36020,81,F,Google,PayPal,3
36021,62,F,Facebook,PayPal,2
36022,54,M,Facebook,Credit card,1
36023,66,M,Google,Credit card,2
36024,72,F,Google,PayPal,3
36025,64,F,Email,Debit card,1
36026,35,F,Facebook,Debit card,1
36027,48,M,Google,PayPal,2
36028,53,M,Facebook,Credit card,1
36029,53,M,Google,Debit card,4
36030,66,F,Google,Credit card,4
36031,36,F,Google,Debit card,4
36032,38,M,Email,PayPal,3
36033,49,F,Google,Credit card,4
36034,62,M,Facebook,Debit card,3
36035,26,F,Email,Credit card,2
36036,35,M,Google,Credit card,1
36037,78,M,Facebook,Credit card,3
36038,28,F,Facebook,PayPal,4
36039,34,F,Facebook,PayPal,3
36040,26,M,Email,Debit card,2
36041,43,M,Facebook,Debit card,1
36042,69,M,Facebook,Credit card,2
36043,26,M,Facebook,Debit card,4
36044,41,F,Google,Debit card,2
36045,42,M,Google,Credit card,2
36046,75,F,Facebook,Credit card,3
36047,30,F,Email,Debit card,2
36048,29,F,Facebook,PayPal,3
36049,34,F,Email,PayPal,3
36050,45,F,Email,PayPal,2
36051,65,F,Facebook,Debit card,4
36052,47,F,Google,Debit card,2
36053,35,F,Email,PayPal,1
36054,81,F,Google,Debit card,1
36055,44,M,Facebook,PayPal,1
36056,55,F,Email,Debit card,4
36057,25,F,Email,Debit card,4
36058,68,F,Google,Debit card,3
36059,48,F,Google,Credit card,2
36060,60,M,Google,Credit card,3
36061,59,M,Google,Credit card,3
36062,54,F,Google,Credit card,4
36063,71,M,Email,PayPal,4
36064,57,F,Email,Credit card,4
36065,53,M,Google,PayPal,4
36066,75,F,Email,Credit card,4
36067,58,F,Google,PayPal,4
36068,20,F,Facebook,Debit card,1
36069,73,F,Email,Credit card,3
36070,51,F,Email,Credit card,3
36071,59,M,Facebook,Debit card,1
36072,26,F,Facebook,PayPal,1
36073,48,F,Email,Debit card,4
36074,56,M,Facebook,Credit card,2
36075,35,F,Google,Credit card,3
36076,40,F,Google,Credit card,1
36077,54,F,Email,Credit card,4
36078,21,M,Google,PayPal,2
36079,67,M,Google,PayPal,3
36080,27,M,Google,Credit card,3
36081,23,F,Facebook,Credit card,3
36082,56,F,Google,Debit card,3
36083,66,M,Email,Credit card,2
36084,21,M,Email,Credit card,1
36085,62,M,Email,PayPal,3
36086,65,F,Facebook,Credit card,2
36087,71,F,Google,Debit card,3
36088,63,F,Facebook,PayPal,2
36089,44,M,Email,PayPal,2
36090,32,M,Facebook,PayPal,4
36091,70,M,Google,Debit card,1
36092,63,M,Email,Credit card,4
36093,71,F,Email,Credit card,1
36094,46,F,Facebook,Debit card,3
36095,19,F,Facebook,PayPal,3
36096,29,F,Email,Debit card,3
36097,78,M,Google,Credit card,4
36098,69,M,Google,Debit card,2
36099,71,M,Facebook,Debit card,3
36100,64,F,Facebook,Debit card,2
36101,20,F,Google,PayPal,2
36102,30,F,Facebook,Credit card,4
36103,66,F,Facebook,Debit card,4
36104,56,F,Email,Credit card,1
36105,55,F,Email,Debit card,1
36106,57,M,Email,Credit card,3
36107,47,F,Email,Credit card,4
36108,23,F,Email,Credit card,2
36109,58,F,Email,PayPal,3
36110,36,F,Google,Debit card,4
36111,60,M,Google,Credit card,1
36112,53,M,Email,Debit card,2
36113,64,F,Google,Debit card,2
36114,26,F,Google,PayPal,3
36115,31,M,Email,Debit card,1
36116,66,F,Facebook,PayPal,3
36117,75,M,Email,Credit card,2
36118,36,F,Email,Credit card,3
36119,66,F,Facebook,Debit card,2
36120,47,M,Facebook,Credit card,1
36121,65,M,Facebook,PayPal,1
36122,29,M,Facebook,Debit card,3
36123,28,M,Google,Credit card,2
36124,63,F,Facebook,PayPal,4
36125,44,F,Facebook,Debit card,1
36126,24,M,Google,PayPal,1
36127,49,M,Google,Credit card,3
36128,24,F,Email,PayPal,4
36129,80,F,Google,Credit card,1
36130,46,F,Facebook,Debit card,1
36131,70,M,Facebook,Credit card,2
36132,20,F,Google,PayPal,2
36133,24,M,Facebook,Credit card,2
36134,26,M,Facebook,Debit card,2
36135,34,F,Google,Credit card,1
36136,22,M,Facebook,Debit card,4
36137,32,F,Email,PayPal,1
36138,31,F,Email,PayPal,1
36139,42,M,Google,Debit card,4
36140,48,F,Email,PayPal,1
36141,81,F,Facebook,PayPal,3
36142,50,M,Email,Credit card,1
36143,36,M,Facebook,Credit card,3
36144,44,F,Email,Debit card,4
36145,36,F,Google,Debit card,4
36146,43,F,Email,PayPal,4
36147,54,M,Google,Debit card,2
36148,21,F,Email,PayPal,3
36149,61,F,Google,Credit card,3
36150,32,F,Facebook,Debit card,2
36151,20,F,Email,PayPal,1
36152,18,M,Facebook,Debit card,4
36153,69,F,Google,Debit card,1
36154,34,M,Facebook,PayPal,1
36155,35,M,Email,Credit card,1
36156,78,M,Facebook,Debit card,1
36157,61,M,Google,PayPal,2
36158,81,F,Email,PayPal,1
36159,71,M,Email,PayPal,1
36160,63,F,Email,Credit card,1
36161,27,F,Facebook,Credit card,3
36162,20,M,Google,PayPal,2
36163,61,M,Facebook,Debit card,3
36164,75,M,Email,Debit card,3
36165,37,M,Google,PayPal,1
36166,76,M,Email,Credit card,2
36167,42,M,Facebook,Debit card,1
36168,59,F,Facebook,Credit card,4
36169,48,F,Facebook,Debit card,3
36170,65,M,Google,Debit card,1
36171,29,F,Google,Credit card,4
36172,39,F,Google,PayPal,4
36173,23,M,Facebook,Debit card,1
36174,60,F,Google,PayPal,2
36175,77,F,Email,Debit card,4
36176,19,M,Email,Credit card,2
36177,40,F,Google,Debit card,3
36178,79,M,Facebook,PayPal,3
36179,45,M,Email,PayPal,1
36180,42,F,Google,Debit card,3
36181,76,F,Google,Debit card,2
36182,46,M,Google,PayPal,3
36183,78,F,Google,Credit card,2
36184,25,M,Email,Debit card,1
36185,39,M,Google,Credit card,2
36186,60,M,Google,Credit card,2
36187,26,M,Email,Debit card,2
36188,19,M,Facebook,PayPal,4
36189,78,F,Email,Debit card,2
36190,62,M,Facebook,PayPal,1
36191,54,M,Facebook,PayPal,4
36192,25,M,Google,Debit card,3
36193,52,M,Google,PayPal,1
36194,73,M,Facebook,Credit card,2
36195,32,F,Email,PayPal,3
36196,30,M,Email,PayPal,3
36197,27,M,Google,PayPal,1
36198,57,F,Email,PayPal,4
36199,31,M,Facebook,Debit card,3
36200,55,F,Google,Credit card,4
36201,64,M,Facebook,Credit card,4
36202,41,M,Facebook,Debit card,4
36203,19,M,Facebook,Credit card,3
36204,67,M,Google,Debit card,2
36205,55,F,Email,PayPal,2
36206,41,M,Google,Credit card,1
36207,53,F,Facebook,Debit card,2
36208,72,F,Email,Debit card,4
36209,63,M,Facebook,PayPal,2
36210,59,M,Google,Credit card,4
36211,29,F,Email,Credit card,2
36212,36,M,Google,PayPal,4
36213,67,F,Google,PayPal,3
36214,79,F,Google,Debit card,2
36215,29,M,Email,Credit card,2
36216,50,M,Google,Debit card,1
36217,81,F,Facebook,Credit card,4
36218,40,F,Google,Debit card,4
36219,76,F,Facebook,Debit card,3
36220,77,F,Email,PayPal,2
36221,26,F,Email,Debit card,2
36222,77,M,Email,Credit card,3
36223,66,F,Email,PayPal,3
36224,36,M,Facebook,Debit card,4
36225,76,F,Google,PayPal,1
36226,57,F,Email,Credit card,1
36227,55,M,Google,Debit card,4
36228,47,M,Facebook,Credit card,3
36229,70,M,Google,Credit card,4
36230,55,F,Google,Credit card,1
36231,58,M,Email,Credit card,1
36232,36,F,Facebook,Credit card,4
36233,59,F,Google,Debit card,4
36234,66,M,Email,Credit card,2
36235,52,M,Email,Debit card,1
36236,20,F,Email,Credit card,1
36237,56,F,Facebook,Credit card,2
36238,77,M,Email,PayPal,3
36239,39,F,Facebook,Debit card,4
36240,79,F,Email,PayPal,2
36241,37,F,Email,Credit card,4
36242,77,F,Email,PayPal,2
36243,22,M,Google,Credit card,4
36244,47,M,Facebook,Debit card,3
36245,26,F,Google,Debit card,2
36246,69,F,Facebook,Credit card,1
36247,61,M,Facebook,Debit card,1
36248,33,M,Google,PayPal,2
36249,22,M,Facebook,PayPal,4
36250,39,M,Facebook,Credit card,2
36251,44,M,Email,Credit card,2
36252,50,F,Facebook,Credit card,2
36253,22,F,Facebook,Debit card,3
36254,43,M,Email,PayPal,2
36255,51,M,Facebook,Credit card,2
36256,40,F,Facebook,PayPal,1
36257,38,M,Facebook,Credit card,1
36258,22,M,Email,Credit card,1
36259,30,F,Google,Debit card,3
36260,43,F,Email,Debit card,2
36261,56,M,Google,PayPal,1
36262,29,M,Email,Credit card,1
36263,35,F,Google,PayPal,3
36264,58,F,Facebook,Debit card,2
36265,78,F,Facebook,Debit card,4
36266,25,F,Google,Credit card,2
36267,41,M,Google,PayPal,3
36268,19,M,Google,Credit card,2
36269,48,F,Google,Debit card,4
36270,65,M,Email,PayPal,3
36271,60,F,Email,PayPal,3
36272,23,F,Facebook,PayPal,3
36273,28,M,Google,Credit card,2
36274,27,F,Email,Debit card,1
36275,58,F,Google,PayPal,4
36276,36,M,Email,PayPal,3
36277,36,M,Google,PayPal,3
36278,37,F,Facebook,Credit card,1
36279,70,M,Email,Debit card,1
36280,75,F,Facebook,Credit card,1
36281,27,F,Google,Debit card,4
36282,23,F,Facebook,PayPal,2
36283,37,F,Email,Debit card,4
36284,46,M,Facebook,Debit card,3
36285,78,F,Facebook,PayPal,2
36286,54,F,Facebook,PayPal,1
36287,46,M,Google,Credit card,1
36288,37,M,Facebook,Credit card,3
36289,63,F,Email,PayPal,3
36290,80,M,Google,Debit card,4
36291,44,F,Email,Debit card,2
36292,67,F,Facebook,PayPal,4
36293,60,F,Email,Credit card,1
36294,44,M,Facebook,PayPal,3
36295,66,F,Google,Debit card,1
36296,20,F,Google,PayPal,2
36297,60,M,Email,PayPal,1
36298,48,M,Facebook,Debit card,2
36299,65,M,Google,Credit card,2
36300,19,M,Google,Debit card,1
36301,79,M,Facebook,PayPal,1
36302,22,F,Facebook,Credit card,2
36303,63,F,Facebook,PayPal,1
36304,52,F,Google,PayPal,4
36305,65,F,Email,PayPal,3
36306,20,F,Email,Debit card,4
36307,71,M,Google,PayPal,4
36308,66,F,Facebook,Credit card,4
36309,35,M,Facebook,Credit card,4
36310,62,F,Google,Credit card,4
36311,45,M,Google,Debit card,2
36312,55,F,Facebook,Credit card,3
36313,26,F,Email,Credit card,1
36314,59,F,Google,Debit card,2
36315,27,M,Email,Debit card,2
36316,38,F,Google,PayPal,3
36317,62,M,Facebook,PayPal,1
36318,44,M,Email,Debit card,1
36319,69,F,Google,Debit card,2
36320,39,F,Email,Credit card,1
36321,78,F,Email,Credit card,4
36322,51,F,Google,Debit card,1
36323,52,M,Email,Credit card,1
36324,32,M,Google,PayPal,2
36325,30,M,Facebook,Credit card,2
36326,59,M,Google,Credit card,1
36327,68,M,Email,PayPal,3
36328,48,F,Email,Debit card,3
36329,70,F,Facebook,Credit card,3
36330,64,M,Google,PayPal,2
36331,69,F,Email,Credit card,2
36332,70,M,Google,Debit card,1
36333,58,F,Email,PayPal,1
36334,81,F,Facebook,Credit card,4
36335,63,F,Google,Debit card,3
36336,20,M,Facebook,PayPal,4
36337,51,M,Email,Debit card,2
36338,50,M,Google,Credit card,3
36339,19,F,Email,Credit card,2
36340,73,F,Google,Credit card,4
36341,27,F,Google,PayPal,4
36342,76,M,Facebook,Debit card,3
36343,38,M,Email,PayPal,2
36344,29,F,Email,Credit card,3
36345,21,F,Facebook,Debit card,4
36346,46,M,Google,PayPal,3
36347,39,M,Google,PayPal,3
36348,52,F,Email,Debit card,1
36349,81,F,Facebook,Debit card,2
36350,42,F,Email,Debit card,1
36351,32,F,Google,Credit card,3
36352,42,M,Email,Credit card,2
36353,20,M,Google,Debit card,3
36354,27,M,Email,Credit card,2
36355,72,M,Email,PayPal,2
36356,42,M,Email,PayPal,3
36357,41,M,Email,PayPal,1
36358,59,M,Facebook,PayPal,1
36359,44,F,Google,Credit card,3
36360,56,F,Google,PayPal,3
36361,64,F,Email,Debit card,3
36362,62,F,Email,PayPal,4
36363,32,M,Facebook,Debit card,2
36364,41,F,Facebook,PayPal,2
36365,69,F,Email,Debit card,2
36366,62,F,Facebook,PayPal,3
36367,28,M,Google,Credit card,3
36368,40,F,Facebook,PayPal,2
36369,52,F,Email,Debit card,4
36370,19,M,Email,PayPal,1
36371,67,F,Email,PayPal,2
36372,73,M,Facebook,Debit card,1
36373,36,M,Google,Debit card,4
36374,29,F,Facebook,PayPal,2
36375,43,M,Google,Debit card,4
36376,34,F,Facebook,Credit card,4
36377,39,F,Email,Debit card,3
36378,40,F,Google,PayPal,2
36379,75,F,Facebook,PayPal,2
36380,44,F,Email,PayPal,1
36381,61,F,Facebook,PayPal,2
36382,73,F,Email,Debit card,2
36383,25,F,Email,Credit card,3
36384,28,M,Google,PayPal,2
36385,23,F,Google,PayPal,1
36386,73,F,Email,PayPal,4
36387,22,F,Email,Credit card,4
36388,19,M,Email,Credit card,4
36389,61,F,Facebook,PayPal,3
36390,34,M,Google,PayPal,2
36391,44,M,Email,PayPal,4
36392,55,F,Email,Debit card,3
36393,41,M,Facebook,Credit card,3
36394,34,F,Email,Credit card,3
36395,35,F,Email,Credit card,3
36396,73,F,Facebook,Credit card,3
36397,23,M,Google,Credit card,4
36398,42,M,Email,Debit card,2
36399,31,M,Google,PayPal,1
36400,60,M,Facebook,PayPal,2
36401,55,M,Google,Credit card,1
36402,31,M,Facebook,Debit card,4
36403,56,M,Email,PayPal,3
36404,73,M,Facebook,PayPal,2
36405,43,M,Google,Credit card,4
36406,51,M,Email,Credit card,1
36407,41,M,Facebook,Credit card,3
36408,35,M,Email,PayPal,1
36409,71,M,Google,PayPal,1
36410,79,M,Facebook,PayPal,2
36411,58,F,Facebook,Debit card,4
36412,28,F,Email,PayPal,4
36413,36,F,Facebook,Credit card,1
36414,58,F,Facebook,Credit card,3
36415,25,M,Facebook,Debit card,3
36416,60,M,Email,Debit card,1
36417,76,M,Google,PayPal,3
36418,81,F,Google,Credit card,2
36419,54,F,Facebook,PayPal,1
36420,30,F,Google,Debit card,3
36421,38,F,Facebook,Debit card,3
36422,49,F,Email,Credit card,3
36423,36,F,Email,PayPal,1
36424,72,M,Google,PayPal,3
36425,55,F,Email,Debit card,1
36426,38,F,Email,PayPal,3
36427,18,F,Email,PayPal,4
36428,69,F,Facebook,Credit card,4
36429,33,M,Google,Debit card,4
36430,65,F,Email,PayPal,3
36431,43,F,Email,Debit card,3
36432,18,F,Facebook,Credit card,4
36433,70,F,Email,Debit card,1
36434,53,M,Google,PayPal,3
36435,27,F,Google,Debit card,3
36436,57,F,Google,Credit card,3
36437,80,M,Facebook,PayPal,2
36438,79,F,Email,Debit card,2
36439,65,M,Facebook,Debit card,3
36440,75,M,Facebook,Debit card,3
36441,73,F,Email,PayPal,4
36442,40,F,Facebook,Credit card,2
36443,64,F,Email,PayPal,2
36444,70,M,Facebook,Credit card,1
36445,53,M,Facebook,Debit card,1
36446,33,M,Google,PayPal,1
36447,46,M,Google,PayPal,2
36448,68,F,Email,Debit card,2
36449,78,F,Email,Debit card,1
36450,79,M,Google,Debit card,1
36451,75,F,Facebook,Credit card,2
36452,62,F,Facebook,Debit card,3
36453,46,F,Email,Debit card,4
36454,54,M,Google,Debit card,2
36455,53,M,Facebook,Credit card,4
36456,43,M,Google,PayPal,2
36457,28,M,Facebook,Credit card,2
36458,63,M,Google,PayPal,4
36459,44,F,Facebook,Debit card,3
36460,65,M,Google,PayPal,4
36461,18,M,Google,Debit card,1
36462,56,M,Google,Credit card,1
36463,68,F,Google,PayPal,4
36464,80,M,Facebook,PayPal,2
36465,28,F,Facebook,Credit card,3
36466,53,F,Google,PayPal,4
36467,36,F,Facebook,Debit card,4
36468,25,F,Google,Debit card,2
36469,63,M,Email,Credit card,4
36470,28,F,Google,Credit card,4
36471,81,M,Facebook,PayPal,3
36472,31,F,Email,Credit card,1
36473,53,F,Google,PayPal,1
36474,67,M,Google,Credit card,2
36475,65,M,Google,Credit card,4
36476,65,F,Email,Credit card,4
36477,39,M,Google,PayPal,1
36478,57,M,Facebook,PayPal,2
36479,19,M,Google,Debit card,1
36480,80,F,Google,PayPal,3
36481,19,F,Email,PayPal,4
36482,62,F,Google,Debit card,2
36483,40,F,Google,Debit card,4
36484,62,M,Google,Debit card,2
36485,64,M,Google,Credit card,3
36486,20,M,Email,Credit card,2
36487,77,M,Email,Debit card,2
36488,19,M,Google,Credit card,2
36489,65,M,Email,Debit card,2
36490,57,F,Google,PayPal,2
36491,49,F,Google,PayPal,3
36492,63,F,Email,Debit card,2
36493,81,M,Email,Debit card,3
36494,41,F,Facebook,Credit card,4
36495,43,M,Google,PayPal,1
36496,77,F,Google,Credit card,2
36497,32,M,Google,Credit card,3
36498,24,M,Google,PayPal,2
36499,79,F,Facebook,Credit card,3
36500,48,F,Google,PayPal,1
36501,49,M,Email,PayPal,2
36502,24,M,Facebook,Debit card,3
36503,53,F,Email,PayPal,4
36504,74,M,Google,PayPal,2
36505,56,M,Google,PayPal,4
36506,74,F,Email,Credit card,4
36507,44,F,Google,Debit card,2
36508,67,M,Email,PayPal,1
36509,40,F,Email,PayPal,4
36510,47,M,Email,Credit card,2
36511,28,F,Google,Debit card,2
36512,28,F,Facebook,Credit card,2
36513,73,F,Google,Credit card,2
36514,36,F,Email,PayPal,4
36515,48,F,Facebook,Debit card,2
36516,41,F,Facebook,PayPal,2
36517,28,M,Google,PayPal,4
36518,52,F,Email,Debit card,1
36519,45,F,Email,Credit card,4
36520,78,F,Google,PayPal,1
36521,47,M,Google,PayPal,2
36522,30,M,Google,Debit card,2
36523,73,F,Google,Debit card,1
36524,44,F,Google,Credit card,1
36525,27,F,Email,Credit card,4
36526,67,F,Email,Credit card,4
36527,35,M,Email,Credit card,1
36528,26,M,Google,Debit card,1
36529,41,M,Email,PayPal,1
36530,72,M,Facebook,PayPal,3
36531,27,F,Facebook,Debit card,2
36532,36,F,Facebook,PayPal,4
36533,53,F,Google,Credit card,2
36534,63,M,Facebook,PayPal,2
36535,77,M,Google,Credit card,3
36536,48,M,Google,Credit card,4
36537,51,M,Google,PayPal,4
36538,47,M,Facebook,Credit card,3
36539,64,M,Email,Debit card,1
36540,39,F,Facebook,Credit card,3
36541,45,F,Email,PayPal,4
36542,18,F,Google,Credit card,4
36543,44,F,Google,PayPal,1
36544,57,F,Google,PayPal,4
36545,79,M,Facebook,PayPal,1
36546,50,M,Google,PayPal,1
36547,27,M,Google,Debit card,1
36548,51,M,Google,PayPal,1
36549,39,M,Google,Debit card,4
36550,29,F,Google,Credit card,3
36551,24,F,Email,Credit card,1
36552,28,F,Facebook,PayPal,4
36553,61,M,Google,PayPal,4
36554,28,F,Google,Credit card,3
36555,71,F,Google,Debit card,4
36556,72,F,Email,Debit card,3
36557,66,M,Facebook,Debit card,3
36558,81,M,Facebook,Credit card,4
36559,66,M,Email,PayPal,1
36560,24,F,Email,Debit card,2
36561,76,F,Facebook,Credit card,3
36562,51,M,Google,Credit card,1
36563,25,F,Email,Credit card,2
36564,35,M,Email,Debit card,4
36565,29,F,Email,Credit card,1
36566,36,F,Email,Debit card,4
36567,65,F,Google,PayPal,2
36568,63,F,Email,PayPal,1
36569,27,M,Facebook,Credit card,4
36570,53,F,Google,PayPal,4
36571,67,M,Google,PayPal,4
36572,60,F,Facebook,Debit card,3
36573,34,F,Google,Credit card,3
36574,31,F,Facebook,PayPal,1
36575,71,M,Facebook,Credit card,4
36576,40,F,Google,Credit card,1
36577,70,M,Google,Debit card,2
36578,36,M,Facebook,Debit card,4
36579,41,F,Google,PayPal,2
36580,65,F,Google,Debit card,3
36581,68,M,Email,Debit card,1
36582,61,M,Email,PayPal,3
36583,40,F,Email,Credit card,3
36584,64,M,Facebook,Credit card,3
36585,53,F,Email,Credit card,4
36586,19,M,Facebook,Debit card,2
36587,43,F,Google,Debit card,3
36588,29,F,Google,Credit card,3
36589,72,F,Google,PayPal,4
36590,28,M,Facebook,Debit card,2
36591,71,F,Email,Debit card,4
36592,45,M,Google,Credit card,2
36593,27,F,Email,PayPal,4
36594,66,F,Facebook,Debit card,1
36595,66,M,Google,PayPal,4
36596,81,M,Facebook,Debit card,3
36597,50,M,Facebook,Credit card,4
36598,52,F,Facebook,Credit card,2
36599,68,F,Email,Debit card,1
36600,70,F,Google,Credit card,2
36601,47,F,Email,Debit card,1
36602,28,F,Facebook,Credit card,2
36603,70,M,Google,Credit card,4
36604,54,F,Facebook,Credit card,4
36605,21,F,Email,Credit card,4
36606,50,F,Facebook,PayPal,1
36607,18,M,Google,Credit card,2
36608,26,F,Facebook,PayPal,2
36609,67,F,Facebook,PayPal,2
36610,23,F,Facebook,Credit card,2
36611,63,M,Facebook,Credit card,2
36612,25,F,Google,Debit card,2
36613,41,F,Facebook,PayPal,3
36614,48,M,Google,Credit card,4
36615,52,M,Facebook,Credit card,1
36616,40,F,Facebook,Debit card,1
36617,18,F,Email,PayPal,2
36618,67,M,Google,Credit card,3
36619,35,M,Email,PayPal,2
36620,73,F,Google,Debit card,3
36621,81,F,Facebook,Debit card,1
36622,21,M,Google,PayPal,4
36623,48,M,Google,PayPal,4
36624,42,M,Google,PayPal,4
36625,77,F,Google,Debit card,2
36626,64,F,Google,Credit card,1
36627,39,M,Google,PayPal,4
36628,18,M,Email,PayPal,1
36629,60,M,Facebook,Debit card,1
36630,70,F,Google,PayPal,3
36631,57,M,Facebook,PayPal,4
36632,68,M,Facebook,Credit card,1
36633,23,M,Email,PayPal,2
36634,66,F,Google,Credit card,4
36635,39,F,Email,Debit card,3
36636,21,M,Email,PayPal,1
36637,43,M,Facebook,Credit card,3
36638,55,M,Google,Credit card,1
36639,66,M,Facebook,Credit card,4
36640,79,F,Google,Credit card,1
36641,80,M,Email,PayPal,3
36642,20,M,Facebook,Debit card,4
36643,66,F,Email,PayPal,2
36644,35,M,Google,PayPal,4
36645,55,F,Email,Credit card,2
36646,74,M,Email,PayPal,2
36647,36,F,Google,PayPal,4
36648,78,F,Google,PayPal,1
36649,50,M,Email,PayPal,4
36650,51,M,Facebook,PayPal,2
36651,43,M,Email,Debit card,3
36652,31,F,Google,Credit card,1
36653,68,M,Facebook,Debit card,2
36654,48,M,Google,Debit card,2
36655,31,M,Facebook,PayPal,2
36656,66,M,Facebook,Debit card,1
36657,45,F,Facebook,Credit card,2
36658,77,F,Email,PayPal,2
36659,37,F,Google,Credit card,1
36660,78,F,Google,Debit card,4
36661,63,F,Email,Credit card,4
36662,37,M,Email,Debit card,1
36663,22,M,Google,Credit card,1
36664,47,F,Email,PayPal,1
36665,72,M,Google,PayPal,2
36666,20,F,Facebook,PayPal,2
36667,43,F,Facebook,Credit card,2
36668,76,F,Google,Credit card,3
36669,57,M,Google,PayPal,3
36670,77,F,Facebook,Credit card,1
36671,69,F,Email,PayPal,2
36672,24,F,Google,Debit card,2
36673,44,M,Facebook,Debit card,2
36674,81,M,Google,PayPal,4
36675,59,M,Google,Credit card,2
36676,65,F,Google,Debit card,1
36677,63,F,Facebook,Credit card,2
36678,59,F,Google,Credit card,4
36679,54,F,Google,Credit card,3
36680,28,M,Email,Credit card,4
36681,80,F,Google,Credit card,4
36682,53,M,Google,Credit card,1
36683,36,F,Email,Credit card,2
36684,39,F,Facebook,PayPal,3
36685,18,F,Facebook,PayPal,3
36686,63,F,Email,Debit card,1
36687,48,F,Google,Debit card,1
36688,70,F,Google,PayPal,4
36689,21,M,Facebook,Debit card,3
36690,41,F,Google,PayPal,4
36691,69,F,Email,PayPal,1
36692,53,M,Email,Credit card,4
36693,67,F,Email,Credit card,1
36694,80,F,Email,Credit card,4
36695,81,M,Google,Credit card,4
36696,39,M,Google,Credit card,1
36697,42,F,Email,PayPal,1
36698,37,M,Google,Credit card,4
36699,36,F,Email,Credit card,3
36700,20,M,Email,Credit card,3
36701,38,M,Google,PayPal,1
36702,78,M,Email,Credit card,3
36703,66,M,Facebook,PayPal,4
36704,22,M,Facebook,PayPal,2
36705,20,M,Email,PayPal,1
36706,25,M,Facebook,PayPal,3
36707,80,F,Google,PayPal,1
36708,73,F,Email,Debit card,3
36709,77,F,Email,Credit card,1
36710,81,M,Google,Debit card,1
36711,63,F,Google,PayPal,2
36712,40,M,Facebook,Debit card,3
36713,51,F,Email,Debit card,2
36714,49,M,Email,Credit card,4
36715,46,M,Email,PayPal,1
36716,55,F,Facebook,Debit card,1
36717,67,M,Email,Credit card,2
36718,19,F,Facebook,Credit card,4
36719,64,M,Facebook,Debit card,4
36720,55,M,Facebook,Debit card,2
36721,45,M,Facebook,PayPal,2
36722,37,M,Email,PayPal,4
36723,42,M,Email,PayPal,2
36724,79,F,Facebook,PayPal,4
36725,72,M,Email,Debit card,2
36726,23,F,Facebook,PayPal,3
36727,27,F,Email,Credit card,3
36728,59,M,Email,PayPal,2
36729,58,M,Email,PayPal,2
36730,49,F,Email,Debit card,1
36731,74,M,Google,Debit card,4
36732,41,M,Email,Debit card,2
36733,20,M,Google,Credit card,1
36734,68,M,Email,Debit card,2
36735,53,F,Email,Debit card,1
36736,48,F,Facebook,Debit card,1
36737,65,M,Email,Debit card,1
36738,70,F,Email,PayPal,2
36739,37,M,Email,Credit card,2
36740,79,M,Email,Credit card,3
36741,64,M,Google,Credit card,2
36742,43,F,Facebook,Credit card,4
36743,71,F,Facebook,PayPal,2
36744,71,M,Facebook,Credit card,1
36745,30,M,Google,Debit card,3
36746,45,M,Google,PayPal,3
36747,33,M,Facebook,PayPal,3
36748,27,F,Google,Credit card,4
36749,58,M,Google,PayPal,3
36750,56,F,Google,Debit card,2
36751,52,F,Facebook,Debit card,3
36752,79,M,Facebook,Credit card,3
36753,61,F,Facebook,Debit card,2
36754,55,M,Facebook,Credit card,1
36755,35,M,Email,PayPal,3
36756,37,F,Email,Debit card,3
36757,55,F,Facebook,Credit card,1
36758,49,F,Google,PayPal,4
36759,37,M,Google,PayPal,4
